ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
622	81	47	100	45	81	46	88	CC624 (lactamica)
623	81	47	103	98	81	46	88	CC624 (lactamica)
624	81	47	100	98	81	46	88	CC624 (lactamica)
625	81	47	100	98	81	83	88	CC624 (lactamica)
626	81	49	100	97	81	83	88	CC624 (lactamica)
627	82	47	96	102	86	46	88	unassigned CC for 627
628	82	47	96	102	81	46	88	CC624 (lactamica)
629	82	47	96	102	81	99	88	unassigned CC for 629
630	82	50	96	102	81	46	88	unassigned CC for 630
631	83	37	87	45	90	46	85	unassigned CC for 631
632	83	37	87	45	90	84	93	unassigned CC for 632
633	83	43	43	45	93	85	40	unassigned CC for 633
634	83	43	43	45	99	85	40	unassigned CC for 634
635	83	47	97	94	81	46	88	CC624 (lactamica)
636	83	47	100	94	81	46	88	CC624 (lactamica)
637	83	47	54	94	81	46	88	CC624 (lactamica)
638	83	50	87	45	90	46	94	unassigned CC for 638
639	8	10	5	9	6	3	8	CC32
640	84	49	48	50	92	46	45	CC640 (lactamica)
641	84	49	48	50	85	46	90	CC640 (lactamica)
642	88	43	39	45	88	42	37	CC1494 (lactamica)
643	88	43	39	100	65	50	37	CC1494 (lactamica)
644	88	59	39	45	94	42	102	CC1494 (lactamica)
645	91	46	102	89	91	82	82	CC595 (lactamica)
646	84	43	48	50	92	46	45	CC640 (lactamica)
647	12	5	26	5	5	21	20	unassigned CC for 647
648	4	10	5	4	29	3	2	CC32
649	2	2	2	26	26	65	53	unassigned CC for 649
650	25	10	18	9	8	102	9	CC376
651	6	5	53	3	74	8	80	unassigned CC for 651
652	13	6	52	13	3	11	9	CC364
653	8	5	25	35	5	21	21	unassigned CC for 653
654	8	3	4	3	14	5	6	CC11
655	2	3	4	3	6	4	6	CC11
656	1	1	2	1	3	2	116	CC5
657	10	16	121	5	9	6	9	CC41/44
658	2	3	4	3	8	110	20	CC11
659	7	8	10	19	10	38	2	CC18
660	7	8	10	26	4	1	15	CC18
661	4	10	130	26	6	3	8	CC32
662	25	10	18	9	8	6	109	CC376
663	6	3	86	25	22	18	75	unassigned CC for 663
664	1	3	9	36	44	6	9	unassigned CC for 664
665	1	4	6	40	5	18	2	CC103
666	1	5	18	3	41	24	9	CC292
667	1	69	18	3	8	15	9	CC292
668	2	2	9	36	17	106	51	unassigned CC for 668
669	2	2	9	36	9	6	51	unassigned CC for 669
670	2	2	9	7	9	6	51	unassigned CC for 670
671	2	2	31	119	13	21	16	CC231
672	2	3	117	3	8	4	6	CC11
673	2	16	12	9	3	40	7	CC254
674	2	18	6	17	106	6	2	unassigned CC for 674
675	3	20	12	17	8	15	21	unassigned CC for 675
676	4	10	2	5	8	122	9	CC269
677	6	5	9	1	26	6	32	unassigned CC for 677
678	6	6	9	1	26	6	110	unassigned CC for 678
679	6	6	9	1	26	116	32	unassigned CC for 679
680	6	7	4	56	16	21	8	CC175
681	8	6	6	68	26	17	10	CC549
682	8	6	6	17	26	68	2	CC549
683	8	6	6	68	26	6	2	CC549
684	8	16	9	56	3	11	17	unassigned CC for 684
685	8	16	88	9	3	24	3	unassigned CC for 685
686	9	2	6	17	50	95	2	unassigned CC for 686
687	9	3	9	9	9	6	9	CC41/44
688	9	3	73	26	11	65	53	unassigned CC for 688
689	9	3	118	26	8	24	9	unassigned CC for 689
690	9	6	9	16	9	6	18	CC41/44
691	9	6	9	9	3	6	9	CC41/44
692	10	7	4	35	8	18	2	CC92
693	11	5	18	56	5	24	10	CC22
694	11	6	18	16	5	24	2	unassigned CC for 694
695	12	2	4	8	13	21	8	CC231
696	12	2	4	8	13	21	78	CC231
697	12	2	15	5	58	21	27	CC37
698	12	18	112	110	58	109	27	unassigned CC for 698
699	12	27	6	112	8	11	9	CC226
700	12	27	6	113	8	18	9	CC226
701	12	27	73	3	24	18	9	CC226
702	12	27	124	3	8	18	9	CC226
703	12	60	107	5	26	61	16	unassigned CC for 703
704	16	2	9	36	40	6	21	unassigned CC for 704
705	20	6	52	58	5	11	2	unassigned CC for 705
706	20	18	111	5	3	11	111	unassigned CC for 706
707	21	5	9	35	8	13	62	CC4240/6688
708	21	18	52	37	5	101	9	unassigned CC for 708
709	23	5	9	17	13	32	8	unassigned CC for 709
710	25	3	18	9	9	6	17	CC376
711	25	5	4	21	8	13	9	unassigned CC for 711
712	25	5	18	16	16	18	9	unassigned CC for 712
713	25	5	18	9	112	68	18	unassigned CC for 713
714	25	10	111	9	8	6	9	CC376
715	25	10	126	21	8	13	9	CC376
716	46	20	4	7	109	20	8	unassigned CC for 716
717	46	20	25	7	58	18	2	unassigned CC for 717
718	63	17	25	1	11	21	2	unassigned CC for 718
719	92	29	4	13	8	87	28	unassigned CC for 719
720	94	8	10	26	10	1	16	CC18
721	97	6	9	9	9	6	9	CC41/44
722	98	7	15	5	107	8	10	unassigned CC for 722
723	99	6	9	5	7	6	9	CC41/44
724	2	20	35	17	5	15	17	unassigned CC for 724
725	11	5	18	26	9	24	8	CC22
726	11	18	6	37	8	92	20	unassigned CC for 726
727	13	5	62	40	3	8	9	unassigned CC for 727
728	1	5	18	40	59	13	9	CC292
729	12	2	4	4	13	21	16	CC231
730	8	16	15	11	3	21	7	CC254
731	8	7	6	124	26	78	2	CC549
732	1	2	6	13	58	108	20	unassigned CC for 732
733	2	67	4	3	8	4	6	CC11
734	3	5	15	37	8	18	32	CC92
735	3	7	4	91	8	18	2	CC92
736	4	10	2	121	8	11	9	CC269
737	7	8	10	26	10	107	9	CC18
738	8	30	6	1	5	17	2	CC549
739	9	5	16	25	5	119	18	unassigned CC for 739
740	9	6	48	13	9	6	2	CC41/44
741	10	5	18	9	11	81	17	CC23
742	12	31	6	39	9	22	8	unassigned CC for 742
743	12	31	4	39	9	22	8	unassigned CC for 743
744	25	5	116	9	8	18	9	CC376
745	25	5	18	16	108	18	18	unassigned CC for 745
746	25	10	18	21	8	13	58	CC376
747	25	10	18	9	8	118	74	CC376
748	110	20	15	5	26	120	17	unassigned CC for 748
749	8	10	77	4	6	3	8	CC32
750	2	5	2	9	15	20	5	CC750
751	10	3	15	7	8	41	6	CC181
752	1	5	5	53	26	41	3	CC162
753	1	5	13	53	26	41	9	CC162
754	1	5	13	53	126	41	3	CC162
755	1	5	13	17	26	41	3	CC162
756	1	5	18	17	26	41	3	CC162
757	1	6	9	9	9	6	3	CC41/44
758	1	10	4	32	21	13	8	CC116
759	1	77	50	9	35	6	9	unassigned CC for 759
760	2	2	7	2	8	5	2	CC8
761	2	3	143	3	8	4	6	CC11
762	2	5	6	40	16	18	8	CC167
763	2	5	6	8	9	18	8	CC167
764	2	5	9	76	8	19	15	CC4240/6688
765	2	5	12	35	3	18	7	CC254
766	2	7	6	17	9	18	8	CC167
767	2	7	6	9	16	9	8	CC167
768	2	7	6	17	16	6	8	CC167
769	2	7	6	9	8	9	8	CC167
770	2	7	151	17	16	18	8	CC167
771	2	16	2	11	3	60	9	CC254
772	2	16	12	17	3	60	7	CC254
773	2	16	12	11	3	60	10	CC254
774	2	16	12	137	123	22	6	unassigned CC for 774
775	2	16	12	72	124	22	6	unassigned CC for 775
776	3	5	9	5	9	22	9	CC41/44
777	3	6	9	60	9	137	9	CC41/44
778	3	6	9	5	9	22	17	CC41/44
779	3	6	9	60	9	6	74	CC41/44
780	3	6	9	60	9	31	9	CC41/44
781	3	6	12	5	9	22	9	CC41/44
782	3	6	134	5	9	6	9	CC41/44
783	3	6	138	5	9	6	9	CC41/44
784	3	7	4	37	8	18	120	CC92
785	3	7	4	37	122	18	21	CC92
786	3	7	150	37	8	18	21	CC92
787	3	7	152	17	9	6	9	CC41/44
788	3	76	9	5	9	6	9	CC41/44
789	4	2	11	110	58	10	62	unassigned CC for 789
790	4	5	11	18	6	10	12	CC35
791	4	5	135	7	121	11	21	unassigned CC for 791
792	4	5	147	9	120	11	21	unassigned CC for 792
793	4	6	2	26	8	11	20	unassigned CC for 793
794	4	6	2	17	8	11	20	unassigned CC for 794
795	4	6	2	26	15	11	20	unassigned CC for 795
796	4	7	18	3	119	11	21	unassigned CC for 796
797	4	10	2	9	8	124	20	CC269
798	4	10	2	55	8	11	20	CC269
799	4	10	2	17	3	11	20	unassigned CC for 799
800	4	10	5	4	6	3	9	CC32
801	4	10	5	134	6	3	8	CC32
802	4	10	5	5	6	3	8	CC32
803	4	10	5	17	6	3	8	CC32
804	4	10	9	40	8	11	13	CC269
805	4	10	9	55	8	11	113	CC269
806	4	10	11	18	6	10	129	CC35
807	4	10	11	18	125	10	12	CC35
808	4	10	11	17	118	10	12	CC35
809	4	10	11	8	6	10	12	CC35
810	4	10	11	18	61	10	12	CC35
811	4	10	17	18	6	10	12	CC35
812	4	10	18	18	6	10	12	CC35
813	4	10	47	117	6	2	12	CC35
814	4	10	73	17	11	2	9	unassigned CC for 814
815	4	10	136	17	5	10	12	CC35
816	4	10	148	55	8	11	20	CC269
817	4	16	2	17	8	11	20	unassigned CC for 817
818	4	20	4	56	58	113	12	unassigned CC for 818
819	4	35	135	15	5	11	21	unassigned CC for 819
820	4	35	135	7	5	11	21	unassigned CC for 820
821	4	78	15	132	120	11	21	unassigned CC for 821
822	5	4	17	15	14	125	12	CC198
823	5	4	17	15	30	7	12	CC198
824	5	4	17	15	30	114	12	CC198
825	5	4	38	15	8	40	13	CC1136
826	5	10	2	21	8	124	20	unassigned CC for 826
827	5	79	17	15	14	133	12	CC198
828	6	2	4	3	21	132	8	unassigned CC for 828
829	6	5	9	39	50	115	16	unassigned CC for 829
830	6	5	9	39	50	112	16	unassigned CC for 830
831	6	5	15	17	21	115	10	unassigned CC for 831
832	6	5	19	8	11	24	22	CC22
833	6	6	9	9	9	6	17	CC41/44
834	6	6	9	32	72	6	17	unassigned CC for 834
835	6	6	9	9	72	6	17	CC41/44
836	6	6	9	5	9	6	17	CC41/44
837	6	6	9	9	8	6	17	CC41/44
838	6	6	63	9	9	18	9	CC41/44
839	6	6	63	9	9	11	9	CC41/44
840	6	7	6	17	26	21	8	CC167
841	6	10	9	39	50	112	16	unassigned CC for 841
842	6	10	9	9	72	6	17	unassigned CC for 842
843	6	16	141	16	3	18	9	unassigned CC for 843
844	6	26	34	13	5	24	17	CC174
845	6	41	108	15	9	6	9	unassigned CC for 845
846	6	41	108	118	9	3	9	unassigned CC for 846
847	6	41	108	118	9	6	9	unassigned CC for 847
848	6	41	108	136	9	6	9	unassigned CC for 848
849	6	72	9	56	26	18	8	CC175
850	6	72	123	56	26	18	8	CC175
851	6	75	9	9	72	6	17	unassigned CC for 851
852	6	81	9	9	8	6	17	unassigned CC for 852
853	7	6	4	9	8	6	15	unassigned CC for 853
854	7	8	10	19	8	1	16	CC18
855	7	8	10	116	10	15	114	CC18
856	7	8	10	26	116	1	16	CC18
857	7	8	10	19	10	22	20	CC18
858	7	8	10	26	10	18	16	CC18
859	7	16	7	10	3	56	46	CC178
860	7	16	55	10	26	56	46	CC178
861	7	16	55	10	3	56	125	CC178
862	8	4	6	17	11	18	2	CC103
863	8	5	2	17	9	6	21	unassigned CC for 863
864	8	5	12	40	3	22	20	unassigned CC for 864
865	8	5	15	17	8	21	2	CC865
866	8	5	19	135	58	18	2	unassigned CC for 866
867	8	5	19	17	3	11	128	CC60
868	8	5	19	17	3	10	124	CC60
869	8	5	19	135	58	1	8	unassigned CC for 869
870	8	5	25	35	5	21	16	unassigned CC for 870
871	8	7	6	4	1	18	8	CC167
872	8	10	5	25	6	38	8	CC32
873	8	10	5	9	6	38	8	CC32
874	8	10	11	17	118	10	12	CC35
875	8	17	25	35	5	21	16	unassigned CC for 875
876	9	5	9	16	72	6	20	unassigned CC for 876
877	9	6	9	9	58	126	9	CC41/44
878	9	6	9	26	9	6	9	CC41/44
879	9	6	9	2	26	34	20	unassigned CC for 879
880	9	6	9	9	40	6	9	CC41/44
881	9	6	45	114	8	11	20	unassigned CC for 881
882	9	6	45	35	8	11	9	unassigned CC for 882
883	9	6	73	133	26	6	9	CC41/44
884	9	7	6	17	11	18	8	CC167
885	9	7	6	17	9	18	8	CC167
886	9	11	9	9	9	6	16	CC41/44
887	9	11	9	9	9	6	9	CC41/44
888	9	16	6	17	58	11	44	unassigned CC for 888
889	9	16	79	9	3	20	5	unassigned CC for 889
890	9	26	15	24	18	2	9	unassigned CC for 890
891	9	71	9	9	9	6	9	CC41/44
892	10	5	15	9	11	9	17	CC23
893	10	5	18	9	26	9	17	CC23
894	10	5	18	9	11	13	17	CC23
895	10	5	19	17	3	26	2	CC60
896	10	25	7	17	21	26	17	CC1157
897	10	73	149	8	3	21	115	unassigned CC for 897
898	11	5	9	8	21	24	21	CC22
899	11	5	18	8	11	24	126	CC22
900	11	5	18	17	6	24	21	CC22
901	11	5	18	17	11	21	21	CC22
902	11	5	18	8	127	24	21	CC22
903	11	5	18	16	11	24	21	CC22
904	11	5	19	8	11	24	21	CC22
905	11	5	19	17	3	26	2	CC60
906	11	6	9	9	9	6	17	CC41/44
907	11	6	9	9	9	18	9	CC41/44
908	11	6	34	9	9	6	9	CC41/44
909	11	7	18	139	26	15	9	unassigned CC for 909
910	11	7	18	9	26	15	9	unassigned CC for 910
911	11	7	18	9	8	15	9	CC376
912	11	20	137	17	5	18	21	unassigned CC for 912
913	12	2	19	17	3	26	2	CC60
914	12	2	56	5	3	136	10	CC37
915	12	4	2	127	8	11	20	unassigned CC for 915
916	12	5	15	5	58	21	20	CC37
917	12	5	15	5	5	21	20	CC37
918	12	5	17	35	60	22	17	CC461
919	12	5	139	16	8	13	62	unassigned CC for 919
920	12	5	146	17	13	22	21	unassigned CC for 920
921	12	6	9	9	9	11	9	CC41/44
922	12	6	18	17	9	73	9	unassigned CC for 922
923	12	6	145	8	9	6	9	CC41/44
924	12	8	10	26	10	1	16	CC18
925	12	10	2	16	8	11	9	CC269
926	12	10	9	126	117	11	9	unassigned CC for 926
927	13	3	52	129	3	11	7	CC364
928	13	3	52	129	3	11	9	CC364
929	13	3	73	128	11	11	9	CC364
930	13	5	6	5	3	8	2	CC334
931	16	2	6	13	17	25	22	CC53
932	16	2	6	25	17	9	22	CC53
933	16	5	18	8	11	24	21	CC22
934	17	5	17	11	3	22	12	unassigned CC for 934
935	17	5	19	17	3	26	58	CC60
936	17	74	19	17	3	26	2	CC60
937	20	5	18	21	1	10	20	unassigned CC for 937
938	20	5	63	9	9	11	9	unassigned CC for 938
939	20	5	75	58	1	21	20	unassigned CC for 939
940	20	5	75	17	1	21	20	unassigned CC for 940
941	20	5	142	58	1	22	20	unassigned CC for 941
942	20	5	144	35	8	130	123	unassigned CC for 942
943	20	6	63	40	9	11	9	unassigned CC for 943
944	20	6	63	9	9	11	9	CC41/44
945	20	6	75	58	1	21	20	unassigned CC for 945
946	20	7	6	25	50	11	2	unassigned CC for 946
947	20	7	9	8	17	127	127	unassigned CC for 947
948	20	7	9	8	9	127	121	unassigned CC for 948
949	25	5	4	21	21	13	9	unassigned CC for 949
950	25	5	4	21	21	6	8	unassigned CC for 950
951	25	5	4	21	21	134	8	unassigned CC for 951
952	25	5	4	37	21	13	8	CC116
953	25	10	105	21	5	13	8	unassigned CC for 953
954	26	10	4	13	9	22	17	unassigned CC for 954
955	27	6	17	3	9	6	16	unassigned CC for 955
956	27	6	19	3	9	6	16	unassigned CC for 956
957	44	6	9	9	123	6	9	CC41/44
958	46	2	9	3	26	6	20	unassigned CC for 958
959	46	2	25	5	21	6	96	unassigned CC for 959
960	46	3	13	7	6	41	130	unassigned CC for 960
961	46	3	79	7	63	20	5	unassigned CC for 961
962	46	16	55	10	3	56	46	CC178
963	57	5	2	35	6	68	20	unassigned CC for 963
964	57	10	2	35	6	68	20	unassigned CC for 964
965	100	9	9	1	6	135	17	unassigned CC for 965
966	101	82	12	35	60	22	17	CC461
967	102	10	4	32	21	13	8	CC116
968	103	4	17	15	14	7	12	CC198
969	111	5	2	7	15	20	5	CC750
970	112	5	13	53	26	41	3	CC162
971	113	7	6	17	3	22	10	unassigned CC for 971
972	113	7	6	11	3	22	10	unassigned CC for 972
973	115	6	9	3	9	6	16	CC41/44
974	117	3	4	115	9	11	16	unassigned CC for 974
975	117	3	4	3	9	6	9	unassigned CC for 975
976	4	10	2	17	8	124	7	unassigned CC for 976
977	4	5	4	5	13	13	9	unassigned CC for 977
978	4	10	15	26	8	11	3	CC269
979	6	7	4	56	26	72	8	CC175
980	11	5	6	16	9	24	2	unassigned CC for 980
981	11	5	18	26	5	24	2	CC22
982	12	5	2	25	6	13	15	unassigned CC for 982
983	12	5	34	5	67	13	17	unassigned CC for 983
984	13	6	52	9	3	11	9	CC364
985	20	8	75	12	5	91	9	unassigned CC for 985
986	25	10	18	13	5	6	9	CC376
987	1	7	4	37	8	18	2	CC92
988	7	8	10	5	10	38	2	CC18
989	7	68	10	19	7	1	2	CC18
990	11	5	119	56	5	24	2	unassigned CC for 990
991	11	5	18	13	5	24	2	CC22
992	11	5	18	17	11	24	3	CC22
993	3	7	4	24	8	18	8	CC92
994	1	5	18	3	50	15	9	CC292
995	1	5	18	3	41	121	9	CC292
996	2	3	15	40	3	105	9	unassigned CC for 996
997	2	21	2	35	8	13	62	unassigned CC for 997
998	4	10	2	109	8	11	9	CC269
999	4	10	129	5	8	11	9	CC269
1000	4	10	11	18	6	11	12	CC35
1001	7	8	10	26	9	1	16	CC18
1002	8	4	9	17	13	18	20	CC103
1003	8	5	9	5	3	11	17	unassigned CC for 1003
1004	8	23	9	17	13	18	20	unassigned CC for 1004
1005	9	5	6	26	6	8	9	unassigned CC for 1005
1006	9	6	4	5	9	6	9	CC41/44
1007	9	6	4	13	9	6	9	CC41/44
1008	9	6	9	9	9	6	117	CC41/44
1009	9	10	9	9	9	6	9	CC41/44
1010	12	2	4	2	13	21	11	CC37
1011	12	2	4	8	13	21	16	CC231
1012	12	2	4	8	13	17	78	unassigned CC for 1012
1013	12	5	9	48	6	13	8	CC116
1014	12	6	9	1	26	6	32	unassigned CC for 1014
1015	12	10	5	4	6	3	8	CC32
1016	13	3	2	9	9	11	9	CC364
1017	13	3	4	9	3	11	9	CC364
1018	13	3	52	13	3	11	132	CC364
1019	20	2	9	131	5	11	9	unassigned CC for 1019
1020	21	21	2	35	8	13	17	unassigned CC for 1020
1021	25	5	18	16	8	38	9	CC376
1022	74	62	125	47	11	46	53	unassigned CC for 1022
1023	104	5	1	17	5	24	53	unassigned CC for 1023
1024	109	39	67	111	110	71	133	unassigned CC for 1024
1025	2	3	4	3	8	4	2	CC11
1026	2	3	4	3	8	4	7	CC11
1027	2	3	4	55	8	4	6	CC11
1028	3	6	9	2	9	6	9	CC41/44
1029	6	6	9	21	9	73	9	CC41/44
1030	8	5	12	21	3	22	7	unassigned CC for 1030
1031	13	5	15	9	3	8	18	CC334
1032	13	5	27	9	3	8	18	CC334
1033	14	2	120	9	3	8	18	CC334
1034	14	5	120	9	3	8	18	CC334
1035	25	5	4	17	21	13	9	unassigned CC for 1035
1036	2	2	31	9	13	21	16	CC231
1037	2	29	2	17	8	65	137	unassigned CC for 1037
1038	9	6	95	25	70	6	62	unassigned CC for 1038
1039	13	5	73	40	3	8	18	CC334
1040	21	18	6	9	5	15	9	unassigned CC for 1040
1041	9	6	9	9	9	22	9	CC41/44
1042	12	27	6	3	104	18	9	CC226
1043	13	3	15	40	3	64	9	CC364
1044	13	3	111	40	9	21	15	unassigned CC for 1044
1045	25	10	110	9	8	6	9	CC376
1046	46	20	6	7	5	21	8	unassigned CC for 1046
1047	46	30	4	130	3	13	8	unassigned CC for 1047
1048	108	5	18	3	41	15	9	CC292
1049	4	10	15	17	8	11	9	CC269
1050	4	10	5	113	6	3	8	CC32
1051	7	16	10	17	10	1	2	CC18
1052	8	5	19	17	11	24	54	unassigned CC for 1052
1053	28	6	9	9	9	6	74	CC41/44
1054	12	5	139	17	8	13	62	unassigned CC for 1054
1055	2	3	4	3	8	6	6	CC11
1056	2	16	12	5	8	39	7	CC254
1057	6	5	18	17	5	24	16	CC174
1058	2	3	7	3	8	5	2	CC8
1059	8	4	6	13	5	18	2	CC103
1060	6	5	34	13	73	24	17	CC174
1061	27	5	18	8	11	24	21	CC22
1062	10	5	18	8	11	9	17	CC23
1063	10	5	18	14	11	156	17	CC23
1064	6	7	4	141	26	18	8	CC175
1065	11	5	18	15	11	24	2	CC22
1066	11	5	18	8	6	24	21	CC22
1067	7	6	6	5	26	137	15	unassigned CC for 1067
1068	57	37	48	45	9	44	40	unassigned CC for 1068
1069	21	21	2	35	6	141	62	unassigned CC for 1069
1070	8	30	6	9	8	17	2	CC549
1071	12	2	9	8	13	21	78	CC231
1072	3	2	4	38	8	18	8	CC92
1073	9	5	6	9	6	8	18	CC334
1074	11	5	18	56	5	24	9	CC22
1075	9	6	9	143	9	6	10	CC41/44
1076	11	5	18	17	11	24	135	CC22
1077	8	30	6	2	5	17	10	unassigned CC for 1077
1078	9	6	6	5	111	8	9	unassigned CC for 1078
1079	12	5	6	5	58	24	9	unassigned CC for 1079
1080	13	3	111	40	3	5	15	unassigned CC for 1080
1081	4	10	75	17	8	11	2	CC269
1082	107	16	18	56	3	24	131	unassigned CC for 1082
1083	79	5	7	35	113	13	77	unassigned CC for 1083
1084	57	18	2	9	6	68	12	unassigned CC for 1084
1085	25	10	34	122	5	18	9	unassigned CC for 1085
1086	9	6	70	70	9	6	9	CC41/44
1087	8	16	4	4	10	24	27	CC106
1088	6	8	10	17	10	1	16	CC18
1089	4	10	15	142	8	11	9	CC269
1090	3	6	153	5	9	6	9	CC41/44
1091	3	6	155	5	9	6	9	CC41/44
1092	4	10	6	9	8	11	9	CC269
1093	6	3	154	17	26	21	2	unassigned CC for 1093
1094	2	3	7	90	8	5	2	CC8
1095	4	10	15	9	8	11	6	CC269
1096	4	10	5	26	6	3	8	CC32
1097	9	20	9	9	9	6	2	CC41/44
1098	8	83	5	4	5	3	8	CC32
1099	119	5	9	3	9	6	16	unassigned CC for 1099
1100	4	10	12	4	6	3	8	CC32
1101	11	5	18	8	129	24	21	CC22
1102	7	8	10	19	10	143	2	CC18
1103	1	6	50	9	35	6	9	CC41/44
1104	10	73	149	15	8	138	12	unassigned CC for 1104
1105	11	5	158	17	11	24	21	CC22
1106	11	5	18	8	11	144	21	CC22
1107	114	4	17	15	14	7	140	CC198
1108	116	6	9	9	9	24	17	CC41/44
1109	117	80	4	115	9	11	17	unassigned CC for 1109
1110	12	26	140	24	132	2	122	unassigned CC for 1110
1111	12	10	10	72	8	21	139	unassigned CC for 1111
1112	120	5	7	17	5	24	17	CC174
1113	121	5	18	16	11	24	21	CC22
1114	16	2	159	39	77	25	22	CC1117
1115	16	2	6	13	17	25	20	CC53
1116	16	2	12	92	77	25	112	CC1117
1117	16	2	159	92	77	25	112	CC1117
1118	16	2	6	2	17	25	22	CC53
1119	16	2	159	92	77	25	2	CC1117
1120	2	41	2	19	6	22	120	unassigned CC for 1120
1121	2	7	6	17	9	18	3	CC167
1122	2	16	12	138	3	146	17	CC254
1123	2	7	6	17	131	18	8	CC167
1124	2	16	13	17	9	18	8	CC167
1125	25	10	122	21	8	111	9	CC376
1126	25	6	9	145	9	11	9	CC41/44
1127	3	6	9	9	9	22	9	CC41/44
1128	3	6	18	5	79	6	20	CC41/44
1129	3	7	4	9	122	18	21	CC92
1130	4	10	5	4	3	3	8	CC32
1131	4	10	156	4	6	3	8	CC32
1132	4	10	11	18	14	145	12	CC35
1133	4	10	11	27	118	10	12	CC35
1134	4	5	157	9	5	38	120	unassigned CC for 1134
1135	5	4	18	9	72	6	17	unassigned CC for 1135
1136	5	4	38	15	22	40	13	CC1136
1137	6	6	9	39	50	112	16	unassigned CC for 1137
1138	6	41	108	15	3	6	9	unassigned CC for 1138
1139	75	6	83	9	9	6	138	CC41/44
1140	8	5	6	17	5	18	2	CC103
1141	9	6	9	2	9	6	141	CC41/44
1142	9	6	45	35	8	131	9	unassigned CC for 1142
1143	9	6	9	9	3	126	9	CC41/44
1144	9	2	9	36	47	21	20	unassigned CC for 1144
1145	3	2	9	5	9	6	9	CC41/44
1146	8	5	19	135	58	1	2	unassigned CC for 1146
1147	12	27	124	3	8	147	9	CC226
1148	8	10	5	4	6	148	8	CC32
1149	2	3	4	53	8	4	6	CC11
1150	12	5	4	5	5	21	20	unassigned CC for 1150
1151	2	3	15	3	8	110	20	CC11
1152	83	37	48	123	8	44	40	unassigned CC for 1152
1153	3	6	9	5	63	6	9	CC41/44
1154	17	5	9	17	3	26	2	CC60
1155	17	5	19	90	3	26	2	CC60
1156	4	10	2	5	38	11	16	unassigned CC for 1156
1157	8	25	7	17	21	26	49	CC1157
1158	11	5	18	15	11	24	21	CC22
1159	4	10	2	5	38	11	1	unassigned CC for 1159
1160	2	3	160	3	8	4	6	CC11
1161	4	10	34	5	38	11	9	CC269
1162	15	3	133	13	8	19	15	unassigned CC for 1162
1163	4	10	2	5	3	11	9	CC269
1164	42	2	46	24	6	20	17	CC282
1165	7	85	1	13	36	53	15	CC213
1166	122	6	9	17	9	6	16	CC41/44
1167	4	10	161	9	6	21	3	unassigned CC for 1167
1168	10	10	9	9	9	6	2	CC41/44
1169	12	6	9	9	9	9	9	CC41/44
1170	80	45	128	100	115	123	56	unassigned CC for 1170
1171	6	6	9	1	26	6	58	unassigned CC for 1171
1172	9	6	9	37	9	6	9	CC41/44
1173	74	70	7	45	11	46	134	unassigned CC for 1173
1174	12	27	6	5	6	117	136	unassigned CC for 1174
1175	8	6	7	120	5	63	17	unassigned CC for 1175
1176	9	30	6	144	6	8	17	unassigned CC for 1176
1177	9	6	9	9	3	37	9	CC41/44
1178	55	36	6	77	66	66	81	unassigned CC for 1178
1179	59	39	67	78	110	71	65	unassigned CC for 1179
1180	74	37	68	79	47	46	40	CC1540 (lactamica)
1181	4	37	48	45	9	46	40	unassigned CC for 1181
1182	61	32	36	66	21	69	66	unassigned CC for 1182
1183	72	56	36	66	5	69	63	unassigned CC for 1183
1184	46	20	4	7	58	20	8	unassigned CC for 1184
1185	73	37	35	45	26	46	40	unassigned CC for 1185
1186	7	16	55	10	26	56	142	CC178
1187	10	23	18	14	11	9	17	CC23
1188	13	3	34	14	3	11	2	CC364
1189	2	4	4	3	8	4	6	CC11
1190	2	3	4	3	8	4	12	CC11
1191	81	47	103	98	133	46	88	CC624 (lactamica)
1192	118	6	9	5	11	6	9	CC41/44
1193	2	5	15	17	5	24	16	unassigned CC for 1193
1194	3	6	34	5	11	6	9	CC41/44
1195	4	10	15	9	8	5	9	CC269
1196	16	6	34	5	11	6	9	CC41/44
1197	4	10	11	9	6	6	12	CC35
1198	2	7	6	24	16	18	8	CC167
1199	7	5	1	13	13	18	15	CC213
1200	10	6	9	5	79	6	9	CC41/44
1201	82	47	96	98	81	123	88	CC624 (lactamica)
1202	80	51	68	94	93	46	107	unassigned CC for 1202
1203	88	43	39	45	134	42	37	CC1494 (lactamica)
1204	88	84	39	45	81	42	37	CC1494 (lactamica)
1205	82	47	96	102	136	46	88	unassigned CC for 1205
1206	29	51	42	94	93	46	40	unassigned CC for 1206
1207	83	65	48	45	135	44	143	unassigned CC for 1207
1208	81	47	98	98	81	46	88	CC624 (lactamica)
1209	40	53	54	45	173	50	43	unassigned CC for 1209
1210	3	3	7	17	8	5	2	CC8
1211	83	43	39	100	65	42	56	CC1494 (lactamica)
1212	2	7	6	31	16	18	8	CC167
1213	27	6	9	9	9	6	16	CC41/44
1214	2	10	15	9	8	11	17	CC269
1215	4	10	15	9	5	11	16	CC269
1216	12	2	9	9	9	6	10	CC41/44
1217	8	5	12	13	6	22	17	CC461
1218	7	5	1	13	36	18	15	CC213
1219	8	7	6	17	9	152	8	CC167
1220	2	18	15	55	24	11	10	unassigned CC for 1220
1221	11	5	9	17	11	24	21	CC22
1222	1	5	18	59	11	8	17	CC23
